id,antiguedad_meses,antiguedad_cliente,fuga,ind_satisfaccion,satisfaccion_stuacion,nro_casos_soporte,var_nro_casos_soporte,tuvo_problemas,soporte_situacion,prioridad_soporte,prioridad_soporte_situacion,var_prioridad_soporte,var_nro_login,var_uso_servicio,var_beneficio_usuario,var_dias_ult_conexion,conexion_ultimo_mes
349,66,2,0.0,256.0,1,0.0,0.0,0,0,0.0,0,0.0,84.0,0.0,-1230.0,13.0,-1
350,64,2,0.0,220.0,0,0.0,0.0,0,0,0.0,0,0.0,62.0,0.0,-80.0,2.0,-1
355,64,2,0.0,138.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-66.0,30.0,-1
356,62,2,0.0,210.0,-1,0.0,0.0,0,0,0.0,0,0.0,-28.0,0.0,34.0,0.0,-1
358,64,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,-12.0,0.0,4.0,-107.0,0
359,60,2,0.0,16.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
360,52,2,0.0,100.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-2.0,31.0,-1
361,62,2,0.0,210.0,-1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,128.0,9.0,-1
362,64,2,0.0,72.0,-1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,1396.0,-4.0,0
366,64,2,0.0,238.0,0,0.0,0.0,0,0,0.0,0,0.0,-24.0,0.0,-202.0,-1.0,0
370,64,2,0.0,240.0,1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-4394.0,-8.0,0
371,64,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,40.0,31.0,-1
372,64,2,0.0,72.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,9.0,-1
373,46,2,0.0,108.0,1,0.0,0.0,0,0,0.0,0,0.0,28.0,0.0,4.0,5.0,-1
374,32,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,24.0,31.0,-1
377,44,2,0.0,78.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-200.0,9.0,-1
379,44,2,0.0,350.0,-1,0.0,0.0,0,0,0.0,0,0.0,40.0,0.0,-272.0,0.0,-1
381,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1
383,42,2,0.0,230.0,0,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,0.0,0.0,-1
385,46,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,0.0,-115.0,0
386,44,2,0.0,326.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-10.0,-1.0,0
399,44,2,0.0,80.0,1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-8.0,6.0,-1
404,44,2,0.0,204.0,1,0.0,0.0,0,0,0.0,0,0.0,-10.0,0.0,1212.0,-19.0,0
407,42,2,0.0,34.0,-1,0.0,0.0,0,0,0.0,0,0.0,-6.0,0.0,-218.0,4.0,-1
411,40,2,1.0,214.0,-1,0.0,0.0,0,0,0.0,0,0.0,-40.0,0.0,-232.0,7.0,-1
412,42,2,0.0,110.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-10.0,31.0,-1
415,40,2,0.0,142.0,-1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,98.0,14.0,-1
416,42,2,0.0,228.0,1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-186.0,31.0,-1
417,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1
418,44,2,0.0,266.0,1,2.0,0.0,1,0,2.0,-1,-1.0,76.0,0.0,-3520.0,4.0,-1
419,42,2,0.0,218.0,0,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,32.0,-14.0,0
421,34,2,0.0,326.0,1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-36.0,14.0,-1
423,42,2,0.0,124.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-166.0,31.0,-1
425,42,2,0.0,174.0,-1,0.0,0.0,0,0,0.0,0,0.0,-6.0,0.0,396.0,5.0,-1
431,42,2,0.0,160.0,1,0.0,0.0,0,0,0.0,0,0.0,24.0,0.0,86.0,0.0,-1
433,42,2,0.0,292.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-98.0,0.0,-1
436,80,2,0.0,190.0,1,0.0,0.0,0,0,0.0,0,0.0,14.0,0.0,0.0,12.0,-1
437,74,2,0.0,176.0,0,0.0,0.0,0,0,0.0,0,0.0,22.0,0.0,376.0,5.0,-1
438,80,2,0.0,220.0,1,0.0,0.0,0,0,0.0,0,0.0,144.0,0.0,0.0,5.0,-1
442,78,2,0.0,230.0,-1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,82.0,0.0,-1
443,74,2,0.0,150.0,0,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,0.0,-17.0,0
446,78,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,30.0,-1
447,78,2,0.0,238.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,174.0,0.0,-1
451,76,2,0.0,144.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,142.0,10.0,-1
452,72,2,0.0,98.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,4.0,31.0,-1
456,76,2,0.0,288.0,0,0.0,0.0,0,0,0.0,0,0.0,30.0,0.0,0.0,3.0,-1
457,76,2,0.0,76.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-28.0,31.0,-1
458,76,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
459,76,2,0.0,100.0,0,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,0.0,2.0,-1
461,76,2,0.0,366.0,0,0.0,0.0,0,0,0.0,0,0.0,-20.0,0.0,7704.0,2.0,-1
462,60,2,0.0,320.0,1,0.0,0.0,0,0,0.0,0,0.0,28.0,0.0,-48.0,13.0,-1
463,72,2,0.0,16.0,-1,0.0,0.0,0,0,0.0,0,0.0,-22.0,0.0,0.0,-1.0,0
464,74,2,1.0,190.0,-1,0.0,0.0,0,0,0.0,0,0.0,-6.0,0.0,12.0,-1.0,0
465,18,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
466,74,2,0.0,82.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-38.0,7.0,-1
467,68,2,1.0,50.0,0,0.0,0.0,0,0,0.0,0,0.0,18.0,0.0,0.0,1.0,-1
474,74,2,0.0,188.0,1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-84.0,-43.0,0
475,74,2,0.0,76.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,42.0,31.0,-1
477,58,2,0.0,154.0,-1,0.0,0.0,0,0,0.0,0,0.0,-14.0,0.0,0.0,3.0,-1
482,72,2,0.0,62.0,-1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,26.0,17.0,-1
490,36,2,0.0,192.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-66.0,18.0,-1
493,36,2,0.0,244.0,1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,-102.0,-3.0,0
496,36,2,0.0,150.0,1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,-24.0,-2.0,0
499,36,2,0.0,30.0,-1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-40.0,31.0,-1
500,36,2,1.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-1034.0,31.0,-1
501,36,2,0.0,212.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-204.0,-23.0,0
506,34,2,1.0,208.0,1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-40.0,4.0,-1
507,20,1,0.0,128.0,-1,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,90.0,-24.0,0
512,34,2,0.0,46.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,0.0,-8.0,0
513,36,2,0.0,110.0,0,0.0,0.0,0,0,0.0,0,0.0,-18.0,0.0,-2.0,1.0,-1
516,28,1,0.0,174.0,-1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,-178.0,2.0,-1
522,34,2,0.0,132.0,1,0.0,0.0,0,0,0.0,0,0.0,56.0,0.0,-72.0,18.0,-1
523,34,2,0.0,54.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,-2.0,31.0,-1
524,36,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,-12.0,0.0,0.0,-4.0,0
525,34,2,0.0,108.0,1,0.0,0.0,0,0,0.0,0,0.0,14.0,0.0,6.0,-1.0,0
526,32,2,1.0,146.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-392.0,31.0,-1
530,36,2,0.0,198.0,1,0.0,0.0,0,0,0.0,0,0.0,32.0,0.0,-16.0,23.0,-1
531,24,1,1.0,234.0,-1,0.0,0.0,0,0,0.0,0,0.0,-14.0,0.0,24.0,0.0,-1
540,30,2,0.0,210.0,-1,2.0,0.0,1,0,3.0,-2,0.0,-68.0,0.0,382.0,3.0,-1
541,34,2,0.0,250.0,-1,0.0,0.0,0,0,0.0,0,0.0,46.0,0.0,-76.0,2.0,-1
544,32,2,0.0,82.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,184.0,14.0,-1
549,34,2,0.0,216.0,1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,82.0,-18.0,0
552,30,2,0.0,230.0,1,0.0,0.0,0,0,0.0,0,0.0,24.0,0.0,-44.0,31.0,-1
554,34,2,1.0,62.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,36.0,31.0,-1
559,10,1,0.0,130.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1
560,32,2,1.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-2.0,-90.0,0
568,64,2,0.0,146.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,-18.0,18.0,-1
569,64,2,1.0,36.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-30.0,7.0,-1
570,62,2,0.0,220.0,-1,0.0,0.0,0,0,0.0,0,0.0,22.0,0.0,1124.0,0.0,-1
571,60,2,0.0,278.0,-1,0.0,0.0,0,0,0.0,0,0.0,88.0,0.0,-40.0,-2.0,0
572,64,2,0.0,92.0,-1,0.0,0.0,0,0,0.0,0,0.0,-44.0,0.0,-246.0,10.0,-1
573,62,2,1.0,190.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,6.0,31.0,-1
576,62,2,0.0,200.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,88.0,-4.0,0
577,54,2,0.0,160.0,0,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-192.0,1.0,-1
578,58,2,0.0,126.0,-1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-2.0,10.0,-1
580,52,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,26.0,31.0,-1
582,62,2,0.0,120.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-22.0,-6.0,0
584,26,1,0.0,260.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,700.0,5.0,-1
585,62,2,0.0,248.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-22.0,31.0,-1
586,62,2,0.0,80.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,0.0,30.0,-1
587,62,2,0.0,124.0,-1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,16.0,15.0,-1
590,62,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,56.0,11.0,-1
591,60,2,1.0,144.0,-1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,-142.0,-33.0,0
592,58,2,0.0,146.0,1,0.0,0.0,0,0,0.0,0,0.0,46.0,0.0,-4.0,0.0,-1
594,62,2,0.0,52.0,0,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,-36.0,-13.0,0
595,62,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-6.0,31.0,-1
596,60,2,0.0,96.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-132.0,31.0,-1
599,62,2,0.0,194.0,-1,0.0,0.0,0,0,0.0,0,0.0,-16.0,0.0,-200.0,-64.0,0
604,60,2,0.0,176.0,1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,120.0,-85.0,0
607,30,2,0.0,106.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,0.0,0.0,-1
608,44,2,0.0,28.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-2.0,-6.0,0
615,60,2,0.0,160.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,80.0,31.0,-1
617,58,2,0.0,72.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-110.0,31.0,-1
619,56,2,0.0,68.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-176.0,31.0,-1
620,60,2,0.0,192.0,1,0.0,0.0,0,0,0.0,0,0.0,32.0,0.0,164.0,31.0,-1
625,56,2,0.0,36.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-9268.0,31.0,-1
629,58,2,0.0,200.0,1,2.0,0.0,1,0,3.0,-2,0.0,38.0,0.0,268.0,-85.0,0
630,56,2,0.0,162.0,-1,0.0,0.0,0,0,0.0,0,0.0,-12.0,0.0,-24.0,-1.0,0
633,58,2,0.0,20.0,-1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,0.0,-4.0,0
636,58,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,78.0,31.0,-1
639,58,2,0.0,272.0,1,0.0,0.0,0,0,0.0,0,0.0,38.0,0.0,-316.0,-1.0,0
640,58,2,0.0,218.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,580.0,12.0,-1
641,58,2,0.0,44.0,-1,0.0,0.0,0,0,0.0,0,0.0,-20.0,0.0,-342.0,-32.0,0
642,58,2,0.0,176.0,-1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,0.0,25.0,-1
645,56,2,1.0,10.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,0.0,14.0,-1
646,42,2,1.0,10.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,-2.0,30.0,-1
649,58,2,0.0,134.0,1,0.0,0.0,0,0,0.0,0,0.0,22.0,0.0,-50.0,19.0,-1
650,56,2,0.0,130.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-8.0,31.0,-1
651,54,2,0.0,56.0,1,0.0,0.0,0,0,0.0,0,0.0,-6.0,0.0,540.0,4.0,-1
653,58,2,0.0,58.0,-1,0.0,0.0,0,0,0.0,0,0.0,36.0,0.0,-2.0,3.0,-1
654,56,2,0.0,150.0,0,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,0.0,10.0,-1
655,58,2,0.0,248.0,1,0.0,0.0,0,0,0.0,0,0.0,26.0,0.0,-44.0,24.0,-1
657,56,2,0.0,138.0,-1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,-298.0,-29.0,0
663,42,2,0.0,120.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,122.0,10.0,-1
665,42,2,0.0,174.0,1,0.0,0.0,0,0,0.0,0,0.0,-14.0,0.0,2200.0,-1.0,0
666,34,2,0.0,188.0,-1,0.0,0.0,0,0,0.0,0,0.0,-10.0,0.0,-806.0,-4.0,0
669,40,2,0.0,240.0,0,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-500.0,-25.0,0
676,30,2,0.0,150.0,-1,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,-196.0,3.0,-1
679,42,2,0.0,14.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,2.0,-33.0,0
680,42,2,0.0,96.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,144.0,31.0,-1
681,42,2,0.0,252.0,1,0.0,0.0,0,0,0.0,0,0.0,50.0,0.0,374.0,2.0,-1
682,40,2,0.0,80.0,0,0.0,0.0,0,0,0.0,0,0.0,-54.0,0.0,0.0,5.0,-1
684,42,2,1.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
685,38,2,0.0,232.0,1,0.0,0.0,0,0,0.0,0,0.0,16.0,0.0,-108.0,-27.0,0
686,40,2,0.0,190.0,0,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,-150.0,4.0,-1
687,42,2,0.0,90.0,-1,0.0,0.0,0,0,0.0,0,0.0,-10.0,0.0,4.0,5.0,-1
688,42,2,0.0,132.0,-1,0.0,0.0,0,0,0.0,0,0.0,-20.0,0.0,-664.0,-12.0,0
690,42,2,0.0,198.0,-1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,428.0,9.0,-1
693,38,2,0.0,258.0,1,0.0,0.0,0,0,0.0,0,0.0,22.0,0.0,194.0,-1.0,0
694,72,2,0.0,320.0,1,0.0,0.0,0,0,0.0,0,0.0,76.0,0.0,214.0,0.0,-1
695,72,2,0.0,120.0,1,0.0,0.0,0,0,0.0,0,0.0,34.0,0.0,0.0,7.0,-1
696,70,2,0.0,160.0,1,0.0,0.0,0,0,0.0,0,0.0,20.0,0.0,-34.0,31.0,-1
699,72,2,0.0,62.0,0,0.0,0.0,0,0,0.0,0,0.0,62.0,0.0,0.0,7.0,-1
700,70,2,0.0,250.0,1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,-2690.0,-5.0,0
701,72,2,0.0,360.0,-1,0.0,0.0,0,0,0.0,0,0.0,188.0,0.0,3822.0,-1.0,0
702,68,2,0.0,64.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-26.0,31.0,-1
704,70,2,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,31.0,-1
706,70,2,0.0,320.0,1,2.0,0.0,1,0,2.0,-1,0.0,68.0,0.0,158.0,3.0,-1
709,68,2,0.0,132.0,-1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,0.0,-6.0,0
710,68,2,0.0,160.0,1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,4.0,31.0,-1
711,68,2,0.0,230.0,-1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,-354.0,0.0,-1
713,66,2,0.0,186.0,-1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,-136.0,-2.0,0
717,56,2,0.0,62.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,-56.0,17.0,-1
719,66,2,0.0,282.0,1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,4.0,-5.0,0
723,92,2,0.0,174.0,-1,0.0,0.0,0,0,0.0,0,0.0,26.0,0.0,0.0,0.0,-1
724,64,2,1.0,34.0,0,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,0.0,13.0,-1
726,68,2,0.0,174.0,1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-62.0,1.0,-1
728,68,2,0.0,350.0,1,2.0,0.0,1,0,2.0,-1,-1.0,260.0,0.0,-822.0,-1.0,0
730,40,2,0.0,232.0,1,0.0,0.0,0,0,0.0,0,0.0,28.0,0.0,-20.0,31.0,-1
731,40,2,0.0,98.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,0.0,3.0,-1
734,38,2,0.0,62.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,4.0,31.0,-1
739,38,2,1.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-4.0,31.0,-1
742,38,2,0.0,54.0,-1,0.0,0.0,0,0,0.0,0,0.0,40.0,0.0,0.0,0.0,-1
745,38,2,0.0,228.0,-1,0.0,0.0,0,0,0.0,0,0.0,-18.0,0.0,-46.0,-1.0,0
752,12,1,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,0.0,31.0,-1
755,12,1,0.0,72.0,1,2.0,0.0,1,0,3.0,-2,0.0,-8.0,0.0,0.0,-3.0,0
758,36,2,0.0,294.0,1,0.0,0.0,0,0,0.0,0,0.0,100.0,0.0,-118.0,-2.0,0
761,40,2,0.0,0.0,-1,0.0,0.0,0,0,0.0,0,0.0,-34.0,0.0,128.0,-9.0,0
763,38,2,0.0,230.0,0,0.0,0.0,0,0,0.0,0,0.0,-16.0,0.0,0.0,-2.0,0
767,38,2,0.0,42.0,-1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,-4.0,9.0,-1
769,38,2,0.0,208.0,1,0.0,0.0,0,0,0.0,0,0.0,14.0,0.0,-196.0,15.0,-1
771,38,2,0.0,246.0,-1,0.0,0.0,0,0,0.0,0,0.0,-6.0,0.0,52.0,1.0,-1
774,36,2,1.0,206.0,-1,0.0,0.0,0,0,0.0,0,0.0,70.0,0.0,70.0,-3.0,0
776,38,2,0.0,130.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-12.0,2.0,-1
778,36,2,0.0,144.0,1,0.0,0.0,0,0,0.0,0,0.0,76.0,0.0,22.0,14.0,-1
781,34,2,0.0,234.0,1,0.0,0.0,0,0,0.0,0,0.0,24.0,0.0,188.0,0.0,-1
784,36,2,1.0,60.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,-10.0,0
786,38,2,0.0,82.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-80.0,-34.0,0
788,38,2,0.0,152.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,-74.0,31.0,-1
790,34,2,0.0,40.0,-1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,-72.0,13.0,-1
791,22,1,0.0,280.0,-1,0.0,0.0,0,0,0.0,0,0.0,-6.0,0.0,-8.0,1.0,-1
792,38,2,0.0,56.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,48.0,31.0,-1
796,38,2,0.0,8.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,0.0,3.0,-1
797,34,2,0.0,82.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-80.0,31.0,-1
800,36,2,0.0,256.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,-60.0,20.0,-1
802,54,2,0.0,14.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-44.0,31.0,-1
803,56,2,0.0,84.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-276.0,10.0,-1
805,28,1,1.0,98.0,-1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,14.0,-53.0,0
808,22,1,0.0,168.0,-1,0.0,0.0,0,0,0.0,0,0.0,30.0,0.0,34.0,-4.0,0
814,56,2,1.0,184.0,-1,0.0,0.0,0,0,0.0,0,0.0,66.0,0.0,1424.0,3.0,-1
817,56,2,0.0,334.0,-1,0.0,0.0,0,0,0.0,0,0.0,-28.0,0.0,870.0,0.0,-1
818,56,2,0.0,348.0,1,0.0,0.0,0,0,0.0,0,0.0,40.0,0.0,166.0,-1.0,0
820,54,2,0.0,74.0,1,0.0,0.0,0,0,0.0,0,0.0,38.0,0.0,-408.0,17.0,-1
821,54,2,1.0,178.0,0,0.0,0.0,0,0,0.0,0,0.0,-46.0,0.0,104.0,2.0,-1
823,56,2,0.0,222.0,-1,0.0,0.0,0,0,0.0,0,0.0,14.0,0.0,-10.0,-2.0,0
824,54,2,0.0,90.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-34.0,31.0,-1
826,42,2,0.0,280.0,1,0.0,0.0,0,0,0.0,0,0.0,72.0,0.0,1128.0,7.0,-1
827,54,2,0.0,230.0,-1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-1070.0,0.0,-1
828,54,2,0.0,94.0,-1,0.0,0.0,0,0,0.0,0,0.0,2.0,0.0,4.0,-2.0,0
830,54,2,0.0,140.0,1,0.0,0.0,0,0,0.0,0,0.0,12.0,0.0,6.0,31.0,-1
833,52,2,1.0,182.0,1,0.0,0.0,0,0,0.0,0,0.0,-24.0,0.0,-16.0,0.0,-1
834,52,2,0.0,186.0,1,0.0,0.0,0,0,0.0,0,0.0,-24.0,0.0,0.0,6.0,-1
835,34,2,0.0,184.0,-1,0.0,0.0,0,0,0.0,0,0.0,-18.0,0.0,536.0,3.0,-1
836,52,2,0.0,248.0,-1,0.0,0.0,0,0,0.0,0,0.0,4.0,0.0,16.0,14.0,-1
838,54,2,0.0,168.0,-1,0.0,0.0,0,0,0.0,0,0.0,32.0,0.0,-12.0,-42.0,0
839,52,2,0.0,154.0,0,0.0,0.0,0,0,0.0,0,0.0,6.0,0.0,6.0,-5.0,0
841,54,2,0.0,358.0,1,0.0,0.0,0,0,0.0,0,0.0,92.0,0.0,12188.0,-1.0,0
844,52,2,0.0,178.0,0,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,-186.0,1.0,-1
847,54,2,0.0,90.0,1,0.0,0.0,0,0,0.0,0,0.0,-8.0,0.0,166.0,-19.0,0
849,54,2,0.0,128.0,1,0.0,0.0,0,0,0.0,0,0.0,8.0,0.0,-980.0,31.0,-1
850,54,2,0.0,260.0,-1,0.0,0.0,0,0,0.0,0,0.0,10.0,0.0,-98.0,9.0,-1
854,54,2,0.0,74.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-124.0,8.0,-1
856,52,2,0.0,62.0,-1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-594.0,31.0,-1
857,50,2,0.0,10.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,12.0,0.0,-1
860,52,2,0.0,200.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,54.0,6.0,-1
861,48,2,0.0,154.0,1,0.0,0.0,0,0,0.0,0,0.0,-18.0,0.0,-892.0,5.0,-1
866,52,2,0.0,160.0,-1,0.0,0.0,0,0,0.0,0,0.0,-2.0,0.0,-740.0,-1.0,0
867,50,2,0.0,318.0,1,0.0,0.0,0,0,0.0,0,0.0,26.0,0.0,-168.0,0.0,-1
875,52,2,0.0,134.0,-1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,1566.0,17.0,-1
876,52,2,0.0,76.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-32.0,31.0,-1
877,50,2,0.0,56.0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,78.0,31.0,-1
878,52,2,0.0,54.0,1,0.0,0.0,0,0,0.0,0,0.0,-4.0,0.0,0.0,-6.0,0
879,50,2,0.0,246.0,-1,0.0,0.0,0,0,0.0,0,0.0,114.0,0.0,-38.0,2.0,-1
880,48,2,0.0,256.0,-1,0.0,0.0,0,0,0.0,0,0.0,-16.0,0.0,3290.0,-8.0,0
882,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1
885,48,2,0.0,90.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,-30.0,30.0,-1
